gamma_rad,rolling_fraction,fixed_speed_rad_per_s,floquet_multiplier
0.04,0.0,nan,nan
0.08,0.4845583896137958,1.0954628396476573,0.5000000000000001
0.12,0.6530719297095272,1.3407677306987906,0.5000000000000001
0.16,0.7730640613730247,1.5467389931158755,0.5000000000000001
0.2,0.8433545341289096,1.7272282958249288,0.5000000000000001
0.24000000000000002,0.9000721264179398,1.889301719482934,0.5000000000000001
0.27999999999999997,0.9426267130024261,2.0371288649589316,0.5000000000000001
0.32,0.9747557537210675,2.173404723584669,0.5000000000000001
0.36,0.9942298865648154,2.2999837563056436,0.5000000000000001
